Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Road No.,km,Municipality,Maintenance Region,Magisterial District,Analysis Date,Inspection Item,Activity,Position,Qty Budget,Unit Cost,Unit,Cost,U,Adj. U,RMax2,B/C,WorkYear
B5139,BOT RIVER,Bridge,Bridge,11/29/2019,TR02801+,10.7,Overstrand,Paarl,Overberg,6/30/2022,14. Piers & Columns, 953. Ad-hoc item (describe under Remarks),AP,4,1140,No,4560,3,4,1,22,1
B5139,BOT RIVER,Bridge,Bridge,11/29/2019,TR02801+,10.7,Overstrand,Paarl,Overberg,6/30/2022,14. Piers & Columns, 953. Ad-hoc item (describe under Remarks),P6,2,1140,No,2280,4,4,1,44,1
B5139,BOT RIVER,Bridge,Bridge,11/29/2019,TR02801+,10.7,Overstrand,Paarl,Overberg,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,20,360,No,7200,1,1,9,125,1
B5139,BOT RIVER,Bridge,Bridge,11/29/2019,TR02801+,10.7,Overstrand,Paarl,Overberg,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,BU,20,790,m,0,0,0,1,9999999,1
B5139,BOT RIVER,Bridge,Bridge,11/29/2019,TR02801+,10.7,Overstrand,Paarl,Overberg,6/30/2022,04. Approach Embankment Protection Works, 953. Ad-hoc item (describe under Remarks),BU,2,1140,No,2280,1,1,4,175,1
B5139,BOT RIVER,Bridge,Bridge,11/29/2019,TR02801+,10.7,Overstrand,Paarl,Overberg,6/30/2022,02. Guardrail, 466. Replace bolts and washers,BU,12,360,No,4320,4,4,4,93,1
B5139,BOT RIVER,Bridge,Bridge,11/29/2019,TR02801+,10.7,Overstrand,Paarl,Overberg,6/30/2022,18. Longitudinal Members, 118. Repair spall (including honeycombing),S5,3,790,L,0,0,0,1,9999999,1
B5139,BOT RIVER,Bridge,Bridge,11/29/2019,TR02801+,10.7,Overstrand,Paarl,Overberg,6/30/2022,04. Approach Embankment Protection Works, 401. Apply weed killer/ant poison and remove growth,BU,50,80,m2,4000,1,1,4,100,1
B5139,BOT RIVER,Bridge,Bridge,11/29/2019,TR02801+,10.7,Overstrand,Paarl,Overberg,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),P6,10,790,L,0,0,0,1,9999999,1
B5140,AFDAKS RIVER,Bridge,Bridge,12/2/2019,TR02801+,15.5,Overstrand,Hermanus,Overberg,6/30/2022,11. Parapet, 465. Repair/replace handrail posts,"S1,S2",140,1660,No,232400,4,4,16,7,3
B5140,AFDAKS RIVER,Bridge,Bridge,12/2/2019,TR02801+,15.5,Overstrand,Hermanus,Overberg,6/30/2022,01. Approach Embankment, 156. Gabion (mattresses and boxes),BU,450,3280,m3,1476000,3,4,4,0,3
B5140,AFDAKS RIVER,Bridge,Bridge,12/2/2019,TR02801+,15.5,Overstrand,Hermanus,Overberg,6/30/2022,02. Guardrail," 463. Repair guardrail (realign, bolt replacement, etc)",BU,3,670,m,0,0,0,16,9999999,1
B5140,AFDAKS RIVER,Bridge,Bridge,12/2/2019,TR02801+,15.5,Overstrand,Hermanus,Overberg,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,"S1,S2",30,360,No,10800,1,1,4,37,1
B5141,ONRUST RIVER,Bridge,Bridge,12/3/2019,TR02801+,26.4,Overstrand,Hermanus,Overberg,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,14,360,No,5040,1,1,4,79,1
B5141,ONRUST RIVER,Bridge,Bridge,12/3/2019,TR02801+,26.4,Overstrand,Hermanus,Overberg,6/30/2022,02. Guardrail, 953. Ad-hoc item (describe under Remarks),U1,1,1140,No,1140,4,4,9,789,1
B5148,ROAD OVER RAIL AT EENZAAMHEID,Bridge,Bridge,11/15/2019,TR02102,30.73,Saldanha Bay,Ceres,West Coast,6/30/2022,06. Abutments, 953. Ad-hoc item (describe under Remarks),U1,1,1140,No,0,0,0,1,9999999,1
B5149,ROAD OVER RAIL (SALDANHA-SISHEN LINE),Bridge,Bridge,11/12/2019,MR00533,2.36,Saldanha Bay,West Coast,West Coast,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S1,2,790,L,1580,3,4,1,63,1
B5150,ROAD OVER RAIL AT OLIFANTSKRAAL,Bridge,Bridge,12/8/2019,TR07701,134.02,Saldanha Bay,Ceres,West Coast,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,U1,25,6540,m,163500,2,4,4,2,3
B5150,ROAD OVER RAIL AT OLIFANTSKRAAL,Bridge,Bridge,12/8/2019,TR07701,134.02,Saldanha Bay,Ceres,West Coast,6/30/2022,07. Wing/ Retaining Walls, 953. Ad-hoc item (describe under Remarks),U1,2,1140,No,0,0,0,9,9999999,1
B5151,Road over rail at Kliphoek,Bridge,Bridge,11/18/2019,MR00234+,35.96,Bergrivier,Ceres,West Coast,6/30/2022,06. Abutments, 120. Seal cracks,U2,20,790,m,15800,2,4,4,25,1
B5151,Road over rail at Kliphoek,Bridge,Bridge,11/18/2019,MR00234+,35.96,Bergrivier,Ceres,West Coast,6/30/2022,04. Approach Embankment Protection Works, 157. Mass concrete backfill,U1,0.1,5820,m3,582,2,4,1,172,1
B5151,Road over rail at Kliphoek,Bridge,Bridge,11/18/2019,MR00234+,35.96,Bergrivier,Ceres,West Coast,6/30/2022,06. Abutments, 101. Apply protective coating,U1,100,510,m2,51000,2,4,4,8,3
B5152,Rail bridge East of Velddrif,Bridge,Bridge,11/18/2019,MR00529+,54.14,Bergrivier,Ceres,West Coast,6/30/2022,20. Decks and Slabs, 120. Seal cracks,S1,20,790,m,15800,2,4,4,25,1
B5152,Rail bridge East of Velddrif,Bridge,Bridge,11/18/2019,MR00529+,54.14,Bergrivier,Ceres,West Coast,6/30/2022,06. Abutments, 120. Seal cracks,U2,20,790,m,15800,2,4,1,6,3
B5152,Rail bridge East of Velddrif,Bridge,Bridge,11/18/2019,MR00529+,54.14,Bergrivier,Ceres,West Coast,6/30/2022,20. Decks and Slabs, 120. Seal cracks,S1,10,790,m,7900,2,4,4,51,1
B5152,Rail bridge East of Velddrif,Bridge,Bridge,11/18/2019,MR00529+,54.14,Bergrivier,Ceres,West Coast,6/30/2022,06. Abutments, 120. Seal cracks,U1,20,790,m,15800,2,4,1,6,3
B5153,Road over rail at Sewevlei,Bridge,Bridge,11/19/2019,OP07826+,2.3,Bergrivier,West Coast,West Coast,6/30/2022,09. Superstructure Drainage, 206. Clear channel,S1,8,160,m,1280,1,1,4,312,1
B5153,Road over rail at Sewevlei,Bridge,Bridge,11/19/2019,OP07826+,2.3,Bergrivier,West Coast,West Coast,6/30/2022,06. Abutments, 118. Repair spall (including honeycombing),U1,20,790,L,15800,2,4,4,25,1
B5153,Road over rail at Sewevlei,Bridge,Bridge,11/19/2019,OP07826+,2.3,Bergrivier,West Coast,West Coast,6/30/2022,06. Abutments, 118. Repair spall (including honeycombing),U1,100,790,L,79000,2,4,4,5,3
B5153,Road over rail at Sewevlei,Bridge,Bridge,11/19/2019,OP07826+,2.3,Bergrivier,West Coast,West Coast,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),S1,20,790,L,15800,2,4,1,6,3
B5153,Road over rail at Sewevlei,Bridge,Bridge,11/19/2019,OP07826+,2.3,Bergrivier,West Coast,West Coast,6/30/2022,06. Abutments, 118. Repair spall (including honeycombing),U2,100,790,L,79000,2,4,4,5,3
B5154,Road over rail at Helenafontein,Bridge,Bridge,11/19/2019,MR00535+,24.52,Bergrivier,Ceres,West Coast,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S1,40,790,L,31600,2,4,4,13,2
B5154,Road over rail at Helenafontein,Bridge,Bridge,11/19/2019,MR00535+,24.52,Bergrivier,Ceres,West Coast,6/30/2022,07. Wing/ Retaining Walls, 101. Apply protective coating,U2,40,510,m2,20400,2,4,1,5,3
B5154,Road over rail at Helenafontein,Bridge,Bridge,11/19/2019,MR00535+,24.52,Bergrivier,Ceres,West Coast,6/30/2022,06. Abutments, 118. Repair spall (including honeycombing),U1,50,790,L,39500,2,4,1,3,3
B5154,Road over rail at Helenafontein,Bridge,Bridge,11/19/2019,MR00535+,24.52,Bergrivier,Ceres,West Coast,6/30/2022,10. Kerbs / Sidewalks, 118. Repair spall (including honeycombing),S1,50,790,L,39500,2,4,4,10,2
B5154,Road over rail at Helenafontein,Bridge,Bridge,11/19/2019,MR00535+,24.52,Bergrivier,Ceres,West Coast,6/30/2022,06. Abutments, 118. Repair spall (including honeycombing),U1,50,790,L,39500,2,4,1,3,3
B5155,Road over rail at Bottelfontein,Bridge,Bridge,11/19/2019,MR00535+,38.72,Bergrivier,Ceres,West Coast,6/30/2022,06. Abutments, 118. Repair spall (including honeycombing),U1,20,790,L,15800,2,4,1,6,3
B5156,BRIDGE OVER RAIL AT VERLORENVLEI,Bridge,Bridge,11/14/2019,MR00535,56.28,Cederberg,Ceres,West Coast,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S1,30,790,L,23700,3,4,4,17,2
B5156,BRIDGE OVER RAIL AT VERLORENVLEI,Bridge,Bridge,11/14/2019,MR00535,56.28,Cederberg,Ceres,West Coast,6/30/2022,06. Abutments, 120. Seal cracks,BU,20,790,m,15800,2,4,1,6,3
B5157,BRIDGE OVER RAIL AT STEENBOKFONTEIN,Bridge,Bridge,11/14/2019, MR00538,11.3,Cederberg,West Coast,West Coast,6/30/2022,21. Miscellaneous Items, 953. Ad-hoc item (describe under Remarks),BU,4,1140,No,4560,4,4,4,88,1
B5157,BRIDGE OVER RAIL AT STEENBOKFONTEIN,Bridge,Bridge,11/14/2019, MR00538,11.3,Cederberg,West Coast,West Coast,6/30/2022,02. Guardrail, 468. Replace reflectors,BU,60,160,No,9600,3,4,4,42,1
B5157,BRIDGE OVER RAIL AT STEENBOKFONTEIN,Bridge,Bridge,11/14/2019, MR00538,11.3,Cederberg,West Coast,West Coast,6/30/2022,06. Abutments, 120. Seal cracks,BU,20,790,m,15800,2,4,4,25,1
B5157,BRIDGE OVER RAIL AT STEENBOKFONTEIN,Bridge,Bridge,11/14/2019, MR00538,11.3,Cederberg,West Coast,West Coast,6/30/2022,07. Wing/ Retaining Walls, 118. Repair spall (including honeycombing),BU,100,790,L,79000,3,4,4,5,3
B5157,BRIDGE OVER RAIL AT STEENBOKFONTEIN,Bridge,Bridge,11/14/2019, MR00538,11.3,Cederberg,West Coast,West Coast,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S1,20,790,L,15800,3,4,4,25,1
B5157,BRIDGE OVER RAIL AT STEENBOKFONTEIN,Bridge,Bridge,11/14/2019, MR00538,11.3,Cederberg,West Coast,West Coast,6/30/2022,06. Abutments, 118. Repair spall (including honeycombing),BU,60,790,L,47400,3,4,4,8,3
B5158,BRIDGE OVER RAIL AT LAMBERTS BAY,Bridge,Bridge,11/14/2019,TR05501,59.56,Cederberg,Ceres,West Coast,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S1,60,790,L,47400,3,4,4,8,3
B5158,BRIDGE OVER RAIL AT LAMBERTS BAY,Bridge,Bridge,11/14/2019,TR05501,59.56,Cederberg,Ceres,West Coast,6/30/2022,04. Approach Embankment Protection Works, 159. Stone pitching,BU,4,1010,m2,4040,3,4,0,0,3
B5158,BRIDGE OVER RAIL AT LAMBERTS BAY,Bridge,Bridge,11/14/2019,TR05501,59.56,Cederberg,Ceres,West Coast,6/30/2022,06. Abutments, 118. Repair spall (including honeycombing),BU,20,790,L,15800,3,4,1,6,3
B5159, BRIDGE OVER RAIL AT LAMBERTS BAY,Bridge,Bridge,11/14/2019,TR05501,59.6,Cederberg,Ceres,West Coast,6/30/2022,01. Approach Embankment, 116. Repair concrete sidedrain/gutter/downchute,BU,200,1660,m,332000,4,4,4,1,3
B5159, BRIDGE OVER RAIL AT LAMBERTS BAY,Bridge,Bridge,11/14/2019,TR05501,59.6,Cederberg,Ceres,West Coast,6/30/2022,02. Guardrail, 468. Replace reflectors,BU,40,160,No,6400,3,4,4,62,1
B5159, BRIDGE OVER RAIL AT LAMBERTS BAY,Bridge,Bridge,11/14/2019,TR05501,59.6,Cederberg,Ceres,West Coast,6/30/2022,06. Abutments, 118. Repair spall (including honeycombing),BU,20,790,L,15800,2,4,1,6,3
B5159, BRIDGE OVER RAIL AT LAMBERTS BAY,Bridge,Bridge,11/14/2019,TR05501,59.6,Cederberg,Ceres,West Coast,6/30/2022,21. Miscellaneous Items, 604. Install clearance sign,BU,4,8090,No,32360,4,4,4,12,2
B5159, BRIDGE OVER RAIL AT LAMBERTS BAY,Bridge,Bridge,11/14/2019,TR05501,59.6,Cederberg,Ceres,West Coast,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,2,5700,No,11400,3,4,4,35,1
B5160,ROAD OVER RAIL AT DORING BAAI,Bridge,Bridge,11/5/2019,MR00546+,16.87,Matzikama,West Coast,West Coast,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S1,1000,790,L,790000,2,4,9,1,3
B5160,ROAD OVER RAIL AT DORING BAAI,Bridge,Bridge,11/5/2019,MR00546+,16.87,Matzikama,West Coast,West Coast,6/30/2022,20. Decks and Slabs, 120. Seal cracks,S1,10,790,m,7900,2,4,1,13,2
B5160,ROAD OVER RAIL AT DORING BAAI,Bridge,Bridge,11/5/2019,MR00546+,16.87,Matzikama,West Coast,West Coast,6/30/2022,06. Abutments, 120. Seal cracks,U2,5,790,m,3950,2,4,1,25,1
B5218,BUFFELS RIVER NO 2,Bridge,Bridge,11/25/2019,TR08303,4.34,Laingsburg,Oudtshoorn,Central Karoo,6/30/2022,17. Expansion Joints, 313. Repair concrete nosing,AP,85,3280,m,278800,1,1,1,0,3
B5218,BUFFELS RIVER NO 2,Bridge,Bridge,11/25/2019,TR08303,4.34,Laingsburg,Oudtshoorn,Central Karoo,6/30/2022,17. Expansion Joints, 316. Replace pressfit seal with silicone,AS,85,1660,m,141100,1,1,1,1,3
B5218,BUFFELS RIVER NO 2,Bridge,Bridge,11/25/2019,TR08303,4.34,Laingsburg,Oudtshoorn,Central Karoo,6/30/2022,18. Longitudinal Members, 953. Ad-hoc item (describe under Remarks),AS,20,1140,No,22800,4,4,9,39,1
B5218,BUFFELS RIVER NO 2,Bridge,Bridge,11/25/2019,TR08303,4.34,Laingsburg,Oudtshoorn,Central Karoo,6/30/2022,19. Transverse Members, 953. Ad-hoc item (describe under Remarks),AS,20,1140,No,22800,4,4,1,4,3
B5218,BUFFELS RIVER NO 2,Bridge,Bridge,11/25/2019,TR08303,4.34,Laingsburg,Oudtshoorn,Central Karoo,6/30/2022,14. Piers & Columns, 120. Seal cracks,AP,10,790,m,7900,2,4,1,13,2
B5218,BUFFELS RIVER NO 2,Bridge,Bridge,11/25/2019,TR08303,4.34,Laingsburg,Oudtshoorn,Central Karoo,6/30/2022,11. Parapet, 953. Ad-hoc item (describe under Remarks),AS,2,1140,No,0,0,0,1,9999999,1
B5218,BUFFELS RIVER NO 2,Bridge,Bridge,11/25/2019,TR08303,4.34,Laingsburg,Oudtshoorn,Central Karoo,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,7,790,L,5530,1,1,1,18,2
B5218,BUFFELS RIVER NO 2,Bridge,Bridge,11/25/2019,TR08303,4.34,Laingsburg,Oudtshoorn,Central Karoo,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,10,360,No,3600,1,1,1,28,1
B5218,BUFFELS RIVER NO 2,Bridge,Bridge,11/25/2019,TR08303,4.34,Laingsburg,Oudtshoorn,Central Karoo,6/30/2022,06. Abutments, 120. Seal cracks,BU,6,790,m,0,0,0,1,9999999,1
B5218,BUFFELS RIVER NO 2,Bridge,Bridge,11/25/2019,TR08303,4.34,Laingsburg,Oudtshoorn,Central Karoo,6/30/2022,04. Approach Embankment Protection Works, 155. Earth backfill,U2,2,670,m3,1340,1,1,1,75,1
B5224,BREEDE RIVER CHANNEL NO 1,Bridge,Bridge,11/8/2019,MR00305+,5.99,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,14. Piers & Columns, 103. Clean concrete surface,"P1,P13",10,160,m2,0,0,0,4,9999999,1
B5224,BREEDE RIVER CHANNEL NO 1,Bridge,Bridge,11/8/2019,MR00305+,5.99,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,14. Piers & Columns, 120. Seal cracks,AP,0,790,m,0,0,0,4,9999999,1
B5224,BREEDE RIVER CHANNEL NO 1,Bridge,Bridge,11/8/2019,MR00305+,5.99,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,06. Abutments, 103. Clean concrete surface,U1,10,160,m2,0,0,0,1,9999999,1
B5224,BREEDE RIVER CHANNEL NO 1,Bridge,Bridge,11/8/2019,MR00305+,5.99,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,110,360,No,0,0,0,1,9999999,1
B5225,BREEDE RIVER CHANNEL NO 2,Bridge,Bridge,11/8/2019,MR00305+,5.55,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,100,360,No,36000,1,1,1,3,3
B5225,BREEDE RIVER CHANNEL NO 2,Bridge,Bridge,11/8/2019,MR00305+,5.55,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,14. Piers & Columns, 103. Clean concrete surface,P1,10,160,m2,1600,1,1,1,62,1
B5228,VINKNES RIVER,Bridge,Bridge,11/4/2019,MR00363+,29.26,Oudtshoorn,Oudtshoorn,Garden Route (Eden),6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),S1,1,790,L,790,2,4,1,127,1
B5228,VINKNES RIVER,Bridge,Bridge,11/4/2019,MR00363+,29.26,Oudtshoorn,Oudtshoorn,Garden Route (Eden),6/30/2022,06. Abutments, 101. Apply protective coating,U1,15,510,m2,7650,2,4,1,13,2
B5228,VINKNES RIVER,Bridge,Bridge,11/4/2019,MR00363+,29.26,Oudtshoorn,Oudtshoorn,Garden Route (Eden),6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,S1,8,360,No,2880,1,1,1,35,1
B5228,VINKNES RIVER,Bridge,Bridge,11/4/2019,MR00363+,29.26,Oudtshoorn,Oudtshoorn,Garden Route (Eden),6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,BU,40,1290,m,51600,2,4,1,2,3
B5232,Tierberg Road over Road,Bridge,Bridge,11/18/2019,TR00901,12.86,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,BU,15,1290,m,19350,2,4,9,47,1
B5232,Tierberg Road over Road,Bridge,Bridge,11/18/2019,TR00901,12.86,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,20. Decks and Slabs, 207. Clear debris,S1,10,790,m3,7900,1,1,4,51,1
B5232,Tierberg Road over Road,Bridge,Bridge,11/18/2019,TR00901,12.86,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,20. Decks and Slabs, 125. Waterproofing of top surface,S1,520,1660,m2,863200,2,4,4,0,3
B5232,Tierberg Road over Road,Bridge,Bridge,11/18/2019,TR00901,12.86,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,11. Parapet, 953. Ad-hoc item (describe under Remarks),S1,20,1140,No,22800,1,1,1,4,3
B5232,Tierberg Road over Road,Bridge,Bridge,11/18/2019,TR00901,12.86,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,18. Longitudinal Members, 103. Clean concrete surface,S1,2,160,m2,320,1,1,9,2812,1
B5232,Tierberg Road over Road,Bridge,Bridge,11/18/2019,TR00901,12.86,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,18. Longitudinal Members, 118. Repair spall (including honeycombing),S1,10,790,L,7900,3,4,9,114,1
B5232,Tierberg Road over Road,Bridge,Bridge,11/18/2019,TR00901,12.86,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,18. Longitudinal Members," 123. Strengthening (using plates, carbon fibre, etc)",S1,35,64930,m2,2272550,3,4,9,0,3
B5232,Tierberg Road over Road,Bridge,Bridge,11/18/2019,TR00901,12.86,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,06. Abutments, 355. Repair weep holes,BU,10,1660,No,16600,3,4,4,24,1
B5232,Tierberg Road over Road,Bridge,Bridge,11/18/2019,TR00901,12.86,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,06. Abutments, 103. Clean concrete surface,BU,10,160,m2,1600,1,1,4,250,1
B5233,Karl Bremer Interchange,Bridge,Bridge,11/18/2019,TR00901,13.93,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,06. Abutments, 103. Clean concrete surface,BU,500,160,m2,80000,2,4,1,1,3
B5233,Karl Bremer Interchange,Bridge,Bridge,11/18/2019,TR00901,13.93,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,17. Expansion Joints, 953. Ad-hoc item (describe under Remarks),"BU,P1",3,1140,No,0,0,0,9,9999999,1
B5233,Karl Bremer Interchange,Bridge,Bridge,11/18/2019,TR00901,13.93,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,18. Longitudinal Members, 103. Clean concrete surface,AS,1200,160,m2,192000,2,4,4,2,3
B5233,Karl Bremer Interchange,Bridge,Bridge,11/18/2019,TR00901,13.93,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,19. Transverse Members, 103. Clean concrete surface,AS,50,160,m2,8000,2,4,1,12,2
B5233,Karl Bremer Interchange,Bridge,Bridge,11/18/2019,TR00901,13.93,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,20. Decks and Slabs, 108. Cut back reinforcement (tie rods) and make good,AS,8,240,No,1920,2,4,4,208,1
B5233,Karl Bremer Interchange,Bridge,Bridge,11/18/2019,TR00901,13.93,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,14. Piers & Columns, 103. Clean concrete surface,P1,500,160,m2,80000,2,4,1,1,3
B5233,Karl Bremer Interchange,Bridge,Bridge,11/18/2019,TR00901,13.93,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,21. Miscellaneous Items, 619. Service structure lights,BU,8,1660,No,13280,2,4,0,0,3
B5233,Karl Bremer Interchange,Bridge,Bridge,11/18/2019,TR00901,13.93,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,11. Parapet, 953. Ad-hoc item (describe under Remarks),AS,80,1140,No,91200,2,4,1,1,3
B5233,Karl Bremer Interchange,Bridge,Bridge,11/18/2019,TR00901,13.93,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,20. Decks and Slabs, 125. Waterproofing of top surface,AS,1200,1660,m2,1992000,2,4,4,0,3
B5234,Lincoln street road over road,Bridge,Bridge,11/18/2019,TR00901,14.66,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,20. Decks and Slabs, 102. Apply silanes,AS,250,510,m2,127500,3,4,4,3,3
B5234,Lincoln street road over road,Bridge,Bridge,11/18/2019,TR00901,14.66,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,01. Approach Embankment, 201. Clean downchutes/sidedrains,BU,100,160,m,16000,1,1,1,6,3
B5234,Lincoln street road over road,Bridge,Bridge,11/18/2019,TR00901,14.66,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,20. Decks and Slabs, 103. Clean concrete surface,AS,600,160,m2,96000,2,4,4,4,3
B5234,Lincoln street road over road,Bridge,Bridge,11/18/2019,TR00901,14.66,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,20. Decks and Slabs, 120. Seal cracks,AS,200,790,m,158000,3,4,4,3,3
B5234,Lincoln street road over road,Bridge,Bridge,11/18/2019,TR00901,14.66,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,21. Miscellaneous Items, 606. Install fencing,BU,20,1010,m,20200,1,1,4,20,2
B5234,Lincoln street road over road,Bridge,Bridge,11/18/2019,TR00901,14.66,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,AS,20,3280,No,65600,3,4,1,2,3
B5234,Lincoln street road over road,Bridge,Bridge,11/18/2019,TR00901,14.66,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,11. Parapet, 953. Ad-hoc item (describe under Remarks),AS,8,1140,No,9120,3,4,4,44,1
B5234,Lincoln street road over road,Bridge,Bridge,11/18/2019,TR00901,14.66,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,10. Kerbs / Sidewalks, 953. Ad-hoc item (describe under Remarks),S1,1,1140,No,1140,2,4,4,351,1
B5234,Lincoln street road over road,Bridge,Bridge,11/18/2019,TR00901,14.66,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,11. Parapet, 314. Replace joint sealant,AS,20,360,m,7200,2,4,4,56,1
B5234,Lincoln street road over road,Bridge,Bridge,11/18/2019,TR00901,14.66,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,10. Kerbs / Sidewalks, 207. Clear debris,AS,1,790,m3,790,1,1,4,506,1
B5234,Lincoln street road over road,Bridge,Bridge,11/18/2019,TR00901,14.66,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,02. Guardrail," 463. Repair guardrail (realign, bolt replacement, etc)",U2,2,670,m,1340,1,1,1,75,1
B5236,Durban Road Interchange No.1,Bridge,Bridge,11/20/2019,TR00901,16.16,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S4,1,790,L,790,3,4,1,127,1
B5236,Durban Road Interchange No.1,Bridge,Bridge,11/20/2019,TR00901,16.16,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,21. Miscellaneous Items, 570. Replace cover plates on street lights,"S1,S3",3,1660,No,4980,4,4,9,181,1
B5236,Durban Road Interchange No.1,Bridge,Bridge,11/20/2019,TR00901,16.16,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,"U2,P2,P3",36,1290,m,46440,3,4,4,9,3
B5236,Durban Road Interchange No.1,Bridge,Bridge,11/20/2019,TR00901,16.16,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,U2,3,3280,No,9840,4,4,1,10,3
B5236,Durban Road Interchange No.1,Bridge,Bridge,11/20/2019,TR00901,16.16,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,02. Guardrail, 467. Replace posts (steel or timber),U2,1,670,No,670,3,4,1,149,1
